zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
2356,42.05519,-71.12071,North Easton,MA,Massachusetts,TRUE,,12547,356,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2357,42.06224,-71.07751,North Easton,MA,Massachusetts,TRUE,,1410,1402.3,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2359,42.06547,-70.8014,Pembroke,MA,Massachusetts,TRUE,,18335,324.9,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2360,41.87817,-70.63089,Plymouth,MA,Massachusetts,TRUE,,62405,250,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2364,41.98616,-70.74823,Kingston,MA,Massachusetts,TRUE,,13782,285.4,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2366,41.84868,-70.6613,South Carver,MA,Massachusetts,TRUE,,251,2164.5,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2367,41.96345,-70.80975,Plympton,MA,Massachusetts,TRUE,,2934,77.2,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2368,42.17506,-71.05011,Randolph,MA,Massachusetts,TRUE,,34736,1438.5,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2370,42.1295,-70.91002,Rockland,MA,Massachusetts,TRUE,,17709,681.8,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2375,42.01954,-71.10381,South Easton,MA,Massachusetts,TRUE,,11205,313.9,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2379,42.02139,-71.0267,West Bridgewater,MA,Massachusetts,TRUE,,7682,193.6,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2382,42.08,-70.93993,Whitman,MA,Massachusetts,TRUE,,15215,847,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2420,42.45821,-71.21762,Lexington,MA,Massachusetts,TRUE,,16287,893.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2421,42.438,-71.23922,Lexington,MA,Massachusetts,TRUE,,17798,718.1,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2445,42.32581,-71.13319,Brookline,MA,Massachusetts,TRUE,,22568,3337.1,25021,Norfolk,"{""25021"": 97.46, ""25025"": 2.54}",Norfolk|Suffolk,25021|25025,FALSE,FALSE,America/New_York
2446,42.3435,-71.12179,Brookline,MA,Massachusetts,TRUE,,31109,9352.5,25021,Norfolk,"{""25021"": 99.75, ""25025"": 0.25}",Norfolk|Suffolk,25021|25025,FALSE,FALSE,America/New_York
2451,42.39859,-71.2573,Waltham,MA,Massachusetts,TRUE,,18153,1317.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2452,42.39365,-71.2202,Waltham,MA,Massachusetts,TRUE,,16173,1637.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2453,42.36918,-71.24101,Waltham,MA,Massachusetts,TRUE,,30314,3258.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2457,42.29777,-71.26887,Babson Park,MA,Massachusetts,TRUE,,1886,3595.8,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2458,42.35294,-71.18763,Newton,MA,Massachusetts,TRUE,,13308,2614.1,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2459,42.31515,-71.19174,Newton Center,MA,Massachusetts,TRUE,,18604,1427,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2460,42.35206,-71.20835,Newtonville,MA,Massachusetts,TRUE,,10033,2874,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2461,42.31693,-71.20875,Newton Highlands,MA,Massachusetts,TRUE,,6717,1689.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2462,42.33102,-71.25599,Newton Lower Falls,MA,Massachusetts,TRUE,,1459,806.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2464,42.31274,-71.21981,Newton Upper Falls,MA,Massachusetts,TRUE,,3730,2615.8,25017,Middlesex,"{""25017"": 99.58, ""25021"": 0.42}",Middlesex|Norfolk,25017|25021,FALSE,FALSE,America/New_York
2465,42.34969,-71.22646,West Newton,MA,Massachusetts,TRUE,,11297,2027.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2466,42.34541,-71.24759,Auburndale,MA,Massachusetts,TRUE,,8553,2080.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2467,42.31725,-71.16096,Chestnut Hill,MA,Massachusetts,TRUE,,22325,1757.1,25021,Norfolk,"{""25021"": 57.05, ""25017"": 28.64, ""25025"": 14.31}",Norfolk|Middlesex|Suffolk,25021|25017|25025,FALSE,FALSE,America/New_York
2468,42.32777,-71.23142,Waban,MA,Massachusetts,TRUE,,5901,1483.3,25017,Middlesex,"{""25017"": 99.9, ""25021"": 0.1}",Middlesex|Norfolk,25017|25021,FALSE,FALSE,America/New_York
2472,42.37,-71.17713,Watertown,MA,Massachusetts,TRUE,,35317,3383.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2474,42.42053,-71.15666,Arlington,MA,Massachusetts,TRUE,,28283,3570.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2476,42.41597,-71.17437,Arlington,MA,Massachusetts,TRUE,,17732,3284.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2478,42.39602,-71.17955,Belmont,MA,Massachusetts,TRUE,,26966,2241.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2481,42.31064,-71.27779,Wellesley Hills,MA,Massachusetts,TRUE,,17262,1094.5,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2482,42.29455,-71.29859,Wellesley,MA,Massachusetts,TRUE,,10758,1116.3,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2492,42.27615,-71.24387,Needham,MA,Massachusetts,TRUE,,21481,872.5,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2493,42.35893,-71.30009,Weston,MA,Massachusetts,TRUE,,11443,262.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2494,42.29959,-71.2317,Needham Heights,MA,Massachusetts,TRUE,,10578,1458.4,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2532,41.75111,-70.59713,Buzzards Bay,MA,Massachusetts,TRUE,,13180,369.1,25001,Barnstable,"{""25001"": 89.94, ""25023"": 10.06}",Barnstable|Plymouth,25001|25023,FALSE,FALSE,America/New_York
2534,41.66626,-70.61628,Cataumet,MA,Massachusetts,TRUE,,1284,181,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2535,41.34896,-70.74629,Chilmark,MA,Massachusetts,TRUE,,2393,37.9,25007,Dukes,"{""25007"": 100}",Dukes,25007,FALSE,FALSE,America/New_York
2536,41.59706,-70.56677,East Falmouth,MA,Massachusetts,TRUE,,21100,297.7,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2537,41.72882,-70.44317,East Sandwich,MA,Massachusetts,TRUE,,6486,182.5,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2538,41.77872,-70.65077,East Wareham,MA,Massachusetts,TRUE,,4556,280.8,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2539,41.37994,-70.53227,Edgartown,MA,Massachusetts,TRUE,,5212,75.1,25007,Dukes,"{""25007"": 100}",Dukes,25007,FALSE,FALSE,America/New_York
2540,41.57128,-70.62807,Falmouth,MA,Massachusetts,TRUE,,8354,293.1,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2542,41.70194,-70.54824,Buzzards Bay,MA,Massachusetts,TRUE,,854,11.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2543,41.48731,-70.74525,Woods Hole,MA,Massachusetts,TRUE,,810,27.6,25007,Dukes,"{""25007"": 83.01, ""25001"": 16.99}",Dukes|Barnstable,25007|25001,FALSE,FALSE,America/New_York
2553,41.71297,-70.62011,Monument Beach,MA,Massachusetts,TRUE,,38,74.2,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2554,41.28555,-70.08043,Nantucket,MA,Massachusetts,TRUE,,14033,135.5,25019,Nantucket,"{""25019"": 100}",Nantucket,25019,FALSE,FALSE,America/New_York
2556,41.63903,-70.62521,North Falmouth,MA,Massachusetts,TRUE,,2586,253,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2557,41.44218,-70.56648,Oak Bluffs,MA,Massachusetts,TRUE,,1849,220.3,25007,Dukes,"{""25007"": 100}",Dukes,25007,FALSE,FALSE,America/New_York
2558,41.74453,-70.65377,Onset,MA,Massachusetts,TRUE,,1658,573.2,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2559,41.69237,-70.61374,Pocasset,MA,Massachusetts,TRUE,,2812,203.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2561,41.76782,-70.53281,Sagamore,MA,Massachusetts,TRUE,,260,121.1,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2562,41.78753,-70.52746,Sagamore Beach,MA,Massachusetts,TRUE,,3698,422.9,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2563,41.71995,-70.4818,Sandwich,MA,Massachusetts,TRUE,,10315,301.4,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2564,41.26552,-69.98608,Siasconset,MA,Massachusetts,TRUE,,243,15.5,25019,Nantucket,"{""25019"": 100}",Nantucket,25019,FALSE,FALSE,America/New_York
2568,41.44341,-70.61534,Vineyard Haven,MA,Massachusetts,TRUE,,8829,265.3,25007,Dukes,"{""25007"": 100}",Dukes,25007,FALSE,FALSE,America/New_York
2571,41.76184,-70.70138,Wareham,MA,Massachusetts,TRUE,,10538,217.6,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2575,41.39651,-70.65496,West Tisbury,MA,Massachusetts,TRUE,,2417,41,25007,Dukes,"{""25007"": 100}",Dukes,25007,FALSE,FALSE,America/New_York
2576,41.77807,-70.76338,West Wareham,MA,Massachusetts,TRUE,,4498,184.7,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2584,41.25753,-70.00522,Nantucket,MA,Massachusetts,TRUE,,23,65.1,25019,Nantucket,"{""25019"": 100}",Nantucket,25019,FALSE,FALSE,America/New_York
2601,41.66,-70.29327,Hyannis,MA,Massachusetts,TRUE,,16066,707.4,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2630,41.69674,-70.3052,Barnstable,MA,Massachusetts,TRUE,,2539,200.9,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2631,41.74673,-70.06894,Brewster,MA,Massachusetts,TRUE,,10189,177.2,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2632,41.66074,-70.34826,Centerville,MA,Massachusetts,TRUE,,12217,632.2,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2633,41.68949,-69.97397,Chatham,MA,Massachusetts,TRUE,,4536,202.9,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2635,41.62348,-70.44051,Cotuit,MA,Massachusetts,TRUE,,3673,258.4,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2637,41.70493,-70.27245,Cummaquid,MA,Massachusetts,TRUE,,351,175.5,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2638,41.73225,-70.19459,Dennis,MA,Massachusetts,TRUE,,3256,223,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2639,41.66639,-70.13535,Dennis Port,MA,Massachusetts,TRUE,,3387,467.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2641,41.75221,-70.15176,East Dennis,MA,Massachusetts,TRUE,,299,69.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2642,41.83976,-69.97711,Eastham,MA,Massachusetts,TRUE,,5772,159.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2643,41.75534,-69.94002,East Orleans,MA,Massachusetts,TRUE,,0,0,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2644,41.68361,-70.51202,Forestdale,MA,Massachusetts,TRUE,,3618,414,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2645,41.70352,-70.06215,Harwich,MA,Massachusetts,TRUE,,11060,252.3,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2646,41.67103,-70.07144,Harwich Port,MA,Massachusetts,TRUE,,1715,228.1,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2647,41.63127,-70.30909,Hyannis Port,MA,Massachusetts,TRUE,,228,204.1,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2648,41.67237,-70.41545,Marstons Mills,MA,Massachusetts,TRUE,,7592,293.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2649,41.61778,-70.49077,Mashpee,MA,Massachusetts,TRUE,,15234,251.4,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2650,41.7036,-69.96589,North Chatham,MA,Massachusetts,TRUE,,1017,287.9,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2652,42.0428,-70.09276,North Truro,MA,Massachusetts,TRUE,,924,42.5,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2653,41.76901,-69.9737,Orleans,MA,Massachusetts,TRUE,,6342,203.2,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2655,41.62972,-70.39263,Osterville,MA,Massachusetts,TRUE,,3535,210.9,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2657,42.06139,-70.19813,Provincetown,MA,Massachusetts,TRUE,,3681,147,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2659,41.68258,-70.02234,South Chatham,MA,Massachusetts,TRUE,,1090,212.3,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2660,41.70828,-70.15517,South Dennis,MA,Massachusetts,TRUE,,6767,312,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2663,41.90576,-69.989,South Wellfleet,MA,Massachusetts,TRUE,,446,60.3,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2664,41.67486,-70.19446,South Yarmouth,MA,Massachusetts,TRUE,,9720,537.3,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2666,41.98817,-70.04603,Truro,MA,Massachusetts,TRUE,,751,23.1,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2667,41.92937,-70.02074,Wellfleet,MA,Massachusetts,TRUE,,3925,89.5,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2668,41.70713,-70.36246,West Barnstable,MA,Massachusetts,TRUE,,2514,67.8,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2670,41.66,-70.17098,West Dennis,MA,Massachusetts,TRUE,,1071,194.7,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2671,41.66938,-70.11087,West Harwich,MA,Massachusetts,TRUE,,932,207.5,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2672,41.6357,-70.31878,West Hyannisport,MA,Massachusetts,TRUE,,0,0,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2673,41.6557,-70.24447,West Yarmouth,MA,Massachusetts,TRUE,,8969,373.6,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2675,41.70401,-70.22883,Yarmouth Port,MA,Massachusetts,TRUE,,6919,304.8,25001,Barnstable,"{""25001"": 100}",Barnstable,25001,FALSE,FALSE,America/New_York
2702,41.78452,-71.06112,Assonet,MA,Massachusetts,TRUE,,4445,102.1,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2703,41.93108,-71.29499,Attleboro,MA,Massachusetts,TRUE,,46479,670.5,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2713,41.42818,-70.89102,Cuttyhunk,MA,Massachusetts,TRUE,,42,4.5,25007,Dukes,"{""25007"": 100}",Dukes,25007,FALSE,FALSE,America/New_York
2715,41.81681,-71.15064,Dighton,MA,Massachusetts,TRUE,,3778,130.5,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2717,41.75405,-70.98312,East Freetown,MA,Massachusetts,TRUE,,4777,83.2,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2718,41.86902,-71.01128,East Taunton,MA,Massachusetts,TRUE,,7125,267.4,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2719,41.63945,-70.87322,Fairhaven,MA,Massachusetts,TRUE,,15878,495.1,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2720,41.73095,-71.10932,Fall River,MA,Massachusetts,TRUE,,31063,909.8,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2721,41.67451,-71.14869,Fall River,MA,Massachusetts,TRUE,,25922,2487.8,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2723,41.69237,-71.1309,Fall River,MA,Massachusetts,TRUE,,17111,4142.8,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2724,41.68372,-71.17949,Fall River,MA,Massachusetts,TRUE,,18758,4021.3,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2725,41.71253,-71.18426,Somerset,MA,Massachusetts,TRUE,,2300,374.2,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2726,41.76073,-71.14444,Somerset,MA,Massachusetts,TRUE,,15946,1114.1,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2738,41.7092,-70.76362,Marion,MA,Massachusetts,TRUE,,5312,145.2,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2739,41.6687,-70.81705,Mattapoisett,MA,Massachusetts,TRUE,,6563,146.2,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2740,41.63802,-70.93839,New Bedford,MA,Massachusetts,TRUE,,46336,3112.8,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2743,41.71323,-70.90054,Acushnet,MA,Massachusetts,TRUE,,10476,224,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2744,41.60789,-70.91286,New Bedford,MA,Massachusetts,TRUE,,12549,3724.4,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2745,41.70284,-70.94695,New Bedford,MA,Massachusetts,TRUE,,25013,983.5,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2746,41.66474,-70.945,New Bedford,MA,Massachusetts,TRUE,,16791,2275.5,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2747,41.6577,-71.01202,North Dartmouth,MA,Massachusetts,TRUE,,21500,202.5,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2748,41.56096,-70.97963,South Dartmouth,MA,Massachusetts,TRUE,,11501,191.3,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2760,41.97004,-71.33586,North Attleboro,MA,Massachusetts,TRUE,,29078,625.2,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2762,42.01409,-71.33642,Plainville,MA,Massachusetts,TRUE,,9872,346.9,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2763,41.96666,-71.30743,Attleboro Falls,MA,Massachusetts,TRUE,,1764,759.3,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2764,41.8562,-71.16022,North Dighton,MA,Massachusetts,TRUE,,4344,153.9,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2766,41.96402,-71.18418,Norton,MA,Massachusetts,TRUE,,19155,265.7,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2767,41.93939,-71.05191,Raynham,MA,Massachusetts,TRUE,,15337,239.2,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2769,41.84394,-71.24559,Rehoboth,MA,Massachusetts,TRUE,,12809,105.4,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2770,41.75875,-70.84048,Rochester,MA,Massachusetts,TRUE,,5716,68.2,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2771,41.83787,-71.31736,Seekonk,MA,Massachusetts,TRUE,,15573,326.9,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2777,41.75699,-71.21208,Swansea,MA,Massachusetts,TRUE,,17231,293.9,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2779,41.83492,-71.07543,Berkley,MA,Massachusetts,TRUE,,6789,158.7,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2780,41.90743,-71.11939,Taunton,MA,Massachusetts,TRUE,,52530,612.3,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2790,41.59967,-71.08266,Westport,MA,Massachusetts,TRUE,,16725,119.8,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2791,41.52262,-71.08266,Westport Point,MA,Massachusetts,TRUE,,316,93.7,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York